cluster1,cluster2
0.061145302,0.088572726
-0.02345662,0.004863394
-0.0015644506,0.15832455
-0.0003445358,-0.0023041498
-0.14047989,-0.10696186
-0.019053748,0.040219415
0.20254552,0.08950908
0.123384014,0.07928155
0.059377514,0.08107385
-0.29148313,0.14619014
0.028965376,0.054217704
-0.09936616,0.010540485
0.0017283559,0.23709072
-0.39010614,-0.3949464
-0.06698172,-0.22148678
0.15840785,0.07743147
0.08532722,0.09571365
-0.19782354,-0.1703491
-0.18321392,-0.039396416
0.10678527,0.03303256
0.096128784,-0.0010143146
0.14859882,0.19648865
-0.002144158,0.0962116
0.17267816,0.20912237
0.042410515,0.016189437
0.14459038,0.14682792
0.03369062,0.10261286
0.08421564,-0.0989697
-0.10365578,-0.13579355
0.019507334,0.10781037
0.021603584,-0.095487356
-0.0846418,-0.115665644
-0.26628926,-0.20149058
-0.3506666,-0.4596192
-0.079338215,-0.15877269
-0.24839309,-0.39787513
-0.18632664,-0.11769265
0.0013659149,0.07824373
0.037642132,-0.080134846
-0.17534935,-0.2481374
0.05121424,-0.053262167
-0.0937334,-0.14443219
0.057029054,0.14422448
-0.24800234,-0.32077348
0.04222927,0.048388746
-0.11795769,-0.14172672
0.15824765,0.21278691
-0.023219327,0.0008576298
0.19814903,0.28050593
0.038729295,0.108856134
0.28583232,0.15645865
0.0017220667,-0.014693026
-0.12613128,-0.0916393
0.0139281135,0.042311363
0.18076776,0.15629834
0.053861525,-0.022233127
0.12300888,0.10964069
0.10256675,0.22202805
-0.22898322,-0.3047005
-0.06620795,0.17514351
0.02038943,0.16433793
0.09765835,0.16439363
-0.684837,-0.3264441
0.16877052,0.06582962
-0.030423276,-0.1226243
0.049059376,0.13600586
0.105846524,0.17104357
-0.057496555,-0.14229806
-0.20979351,-0.37916148
-0.043092404,0.034300067
-0.09539716,-0.17410682
-0.16963199,-0.40366206
0.1376373,0.120543726
0.1388588,0.024448648
-0.11064366,-0.13041157
-0.10439615,-0.09077486
0.01289466,0.27132225
0.15957165,0.10114518
0.11613333,0.1443655
-0.022032049,0.08139892
0.0010735393,0.09822529
0.14669922,0.24033388
0.038696628,0.04592746
0.02907519,0.23698787
0.017419118,-0.05212822
-0.061236802,-0.11025837
-0.07531998,-0.091769725
0.09680263,0.08974647
-0.17675799,-0.29523078
-0.1348238,0.19465646
0.09100123,0.28316996
-0.08434168,0.11247501
0.2827454,0.1976613
0.09601055,0.16390459
-1.0772636,-0.2739293
-0.1956543,-0.2984497
-0.06861634,-0.20406741
-0.08628262,-0.19562875
-0.11181188,-0.36313438
-0.14283702,-0.07665896
0.17028162,0.009165421
-0.08806568,0.041126013
-0.022787336,-0.07593406
-0.24690506,-0.3327983
0.14572072,0.19723445
-0.17461158,-0.010409456
-0.10976907,-0.014520297
-0.010524018,-0.049023822
-0.08206455,-0.060345743
0.017499961,0.0067429263
