cluster1,cluster2
-0.24695107,-0.41156325
-0.1725016,-0.10422771
0.048665702,0.0868693
0.009826168,-0.08293425
-0.20669192,-0.25732392
0.005046867,-0.05202221
-0.10624974,-0.14781311
0.115683354,0.1400121
-0.32333392,-0.30183703
0.053234242,0.05014433
-0.12795857,-0.12914936
0.19772856,0.2060883
-0.011914577,-0.0020514005
0.20616055,0.29396313
0.059283018,0.104950376
0.24270856,0.14251116
0.024876714,-0.015969228
-0.11033157,-0.095887385
0.034112826,0.043928817
0.15904476,0.15012877
0.049564503,-0.036807902
0.103808485,0.115342215
0.14373934,0.22164771
-0.26185146,-0.32996687
-0.0015780628,0.22380078
0.10531271,0.17147379
0.113059334,0.15379013
-0.5269991,-0.29750785
0.08058516,0.060116433
-0.045579486,-0.13082303
0.11238247,0.1544482
0.12785926,0.17829958
-0.08388271,-0.1411412
-0.2710299,-0.39670435
0.03445589,0.020481177
-0.15697546,-0.16779889
-0.2801444,-0.41440344
0.13670133,0.1256374
0.09182288,0.00921241
-0.08648996,-0.14889875
-0.082248785,-0.08853624
0.1585187,0.29079127
0.11544206,0.10180017
0.13070373,0.14304432
0.020107225,0.10632622
0.07018122,0.09807084
0.2139313,0.25160542
0.04052396,0.039901134
0.09887937,0.27925873
-0.0052041933,-0.053722307
-0.07852617,-0.10337116
-0.10150543,-0.07889038
0.101600304,0.10332898
-0.2515895,-0.28718227
-0.015753567,0.23817822
0.14501382,0.2961669
-0.022669896,0.14263666
0.28164837,0.20515582
0.11324675,0.18817243
-0.7245933,-0.2508677
-0.20830348,-0.340845
-0.12314076,-0.19135424
-0.12470476,-0.20936985
-0.21725225,-0.3952953
-0.10199565,-0.057425853
0.13841869,-0.0070561655
-0.042721823,0.046579853
-0.08972551,-0.08007162
-0.2893432,-0.33717433
0.13838778,0.22443911
-0.059592552,0.0020825788
-0.04697771,-0.001685366
-0.010959316,-0.061917953
-0.0947066,-0.05785151
0.008785047,0.014569945
